Supplementary Table 3:Repetitive elements read counts on chromosome Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The column titles are composed of the sex of the sample (F for female and M for male) followed by a dash and the sample name. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F-Sample-13,F-Sample-16,F-Sample-17,F-Sample-18,F-Sample-2,F-Sample-20,F-Sample-23,F-Sample-24,F-Sample-26,F-Sample-28,F-Sample-31,F-Sample-33,F-Sample-37,F-Sample-40,F-Sample-41,F-Sample-45,F-Sample-5,F-Sample-54,F-Sample-55,F-Sample-56,F-Sample-57,F-Sample-8,F-Sample-9,M-Sample-1,M-Sample-10,M-Sample-11,M-Sample-12,M-Sample-14,M-Sample-15,M-Sample-19,M-Sample-21,M-Sample-22,M-Sample-27,M-Sample-29,M-Sample-3,M-Sample-30,M-Sample-32,M-Sample-34,M-Sample-35,M-Sample-36,M-Sample-38,M-Sample-39,M-Sample-4,M-Sample-42,M-Sample-43,M-Sample-44,M-Sample-46,M-Sample-47,M-Sample-48,M-Sample-49,M-Sample-50,M-Sample-51,M-Sample-52,M-Sample-53,M-Sample-58,M-Sample-59,M-Sample-6,M-Sample-60,M-Sample-7
chrY:16696701-16696836_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,2,0,10,0,2,0,0,0,0,7,0,17,0,13,6,4,0,0,7,0,15,0,0,0,21,12,11,53,21,0,0,0
chrY:22759389-22760072_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,5,0,6,0,1,25,0,11,6,13,27,0,0,0,5,5,9,0,0,0,1,0,8,0,20,0,15,10,7,0,0,12
chrY:7202640-7202782_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,4,6,4,1,10,7,12,13,4,15,0,0,7,13,5,4,5,8,0,0,0,8,0,10,10,0,12,3,16,11,6,0,0
chrY:14830577-14830715_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,16,14,9,0,0,8,4,0,9,0,16,0,0,0,0,10,4,33,17,0,0,3,9,0,13,14,5,5,8,0,0,7,0
chrY:14956487-14956506_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,17,6,10,14,0,28,16,0,8,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,9,0,36,13,12,0,0,11,0
chrY:22627842-22628975_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,4,18,11,8,17,12,8,0,7,0,7,0,0,0,0,11,29,0,9,0,0,3,12,8,0,1,0,0,11,0,19,0,0
chrY:14469431-14469638_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,4,3,0,0,0,6,0,0,0,15,40,0,0,0,3,0,32,10,0,0,0,0,0,54,10,0,0,0,24,0,0,0
chrY:16896556-16897030_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,2,2,0,0,3,0,0,0,17,32,0,0,18,0,9,8,0,0,0,7,17,10,4,10,15,3,36,1,0,11,0
chrY:2735223-2735444_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5,8,10,5,6,0,11,13,0,10,19,19,0,0,7,0,7,2,0,0,0,0,29,0,0,0,7,20,8,4,0,1,0,0
chrY:7200822-7201115_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,9,8,6,13,4,4,2,0,4,20,19,0,5,0,20,2,0,10,3,1,0,7,0,9,0,0,2,2,19,0,3,28,0
chrY:14495165-14495225_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,3,0,0,1,0,0,0,0,13,57,0,0,0,5,5,6,38,0,0,0,0,0,10,8,16,0,14,14,0,19,0
chrY:14958747-14958810_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,20,10,39,4,5,7,1,0,8,0,0,1,0,2,0,5,20,18,1,0,0,6,14,0,0,12,4,10,13,0,5,0,0
chrY:15374441-15374731_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,4,0,0,0,9,11,0,0,1,0,0,0,0,1,0,0,14,0,0,0,12,0,0,98,22,15,3,16,3,0,0
chrY:16692205-16692297_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,8,2,10,0,2,0,0,0,8,5,0,38,2,0,19,3,4,0,0,0,0,5,29,0,0,3,0,3,7,16,0,0,31
chrY:22631941-22632470_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17,8,6,4,1,0,0,0,0,6,0,6,0,0,0,0,6,0,36,14,0,0,0,0,0,6,17,30,8,30,0,0,10,0
chrY:14955541-14955576_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,8,4,12,4,3,10,9,0,7,13,0,2,0,0,0,11,0,0,35,0,0,0,0,0,2,19,35,13,8,0,0,0,0
chrY:21034899-21035029_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,9,0,5,0,29,0,7,0,7,0,10,0,0,1,0,0,0,0,66,0,0,7,11,9,20,0,2,21,0,0,0
chrY:21248632-21249381_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,17,9,8,2,12,11,6,2,6,0,0,0,0,20,9,0,28,10,0,10,0,4,10,0,0,2,2,0,0,0,14,5,10
chrY:21770181-21770238_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,14,2,4,7,0,3,7,15,5,0,20,0,10,0,0,1,2,0,21,0,0,2,7,12,7,0,17,16,1,0,17,9,0
chrY:14774253-14774279_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,0,5,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,12,52,0,19,62,37,0,13,0
chrY:14830721-14830892_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,20,6,18,14,0,1,6,10,0,7,7,32,0,0,0,0,2,4,5,0,0,0,22,24,8,6,0,11,2,1,0,0,0,0
chrY:15616914-15621275_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,1,7,0,0,3,9,0,13,0,8,0,0,33,8,10,3,0,29,0,0,3,0,0,12,4,19,7,0,39,0,0,0
chrY:2845539-2845847_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,4,5,0,0,2,0,0,0,16,0,0,7,2,0,0,0,60,20,12,18,15,4,3,3,0,13,1,10,18
chrY:16698427-16698733_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0,0,0,0,0,0,0,24,6,26,16,0,0,0,0,4,14,0,0,7,0,10,22,10,28,0,23,2,0,20,0
chrY:15818819-15819130_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,1,6,6,1,0,9,5,0,4,11,2,18,18,0,16,2,11,0,8,12,0,9,15,0,21,2,1,15,0,0,8,0,0
chrY:21091732-21092178_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2,1,1,0,1,0,4,13,0,24,0,0,0,0,20,8,10,0,0,0,28,0,12,14,9,0,0,0,0,3,7,6,40
chrY:21928836-21929197_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,17,4,7,3,11,11,7,0,4,0,3,0,7,0,25,0,4,2,0,0,0,0,0,7,6,19,18,7,4,0,6,0,28
chrY:21149016-21149122_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,1,4,3,0,1,0,30,0,13,0,0,15,18,25,0,3,11,0,7,0,4,9,9,0,12,6,0,3,41,0,0,0
chrY:22562983-22563279_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,9,13,7,6,15,23,0,8,22,16,0,0,0,19,2,8,0,0,0,0,0,0,0,0,8,12,9,13,0,0,21,0
chrY:7206562-7206842_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,9,8,4,0,13,17,9,2,17,1,0,9,19,14,6,0,0,14,0,0,10,6,3,7,1,15,19,6,1,0,1,0
chrY:7204890-7205182_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,11,9,13,12,0,7,10,0,7,0,0,25,0,0,0,3,0,0,9,0,0,9,0,2,0,5,20,8,6,26,17,15,0
chrY:16908480-16908678_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,6,2,1,0,10,4,0,10,0,67,5,0,0,28,0,1,8,0,0,0,1,11,0,0,14,19,12,0,7,6,0,0,0
chrY:14464331-14464625_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,2,1,0,3,0,4,0,6,0,26,30,7,17,14,2,0,0,10,0,0,0,0,8,3,9,3,23,8,29,0,9,3
chrY:7206844-7206979_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,24,5,7,0,3,8,9,7,0,0,0,0,25,0,0,5,0,26,0,0,13,0,3,7,0,21,36,3,1,6,0,0
chrY:15824985-15825477_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,9,8,9,10,3,10,1,15,17,14,0,0,10,8,0,4,0,35,0,0,0,0,9,0,12,0,3,8,7,1,7,11,0,0
chrY:16691305-16691595_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,2,0,0,0,2,3,12,0,0,6,0,11,13,21,1,0,0,12,21,0,0,0,11,0,4,21,18,10,41,5,0,0
chrY:21901742-21901874_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,5,6,7,0,15,5,3,0,3,20,7,0,0,0,0,7,3,13,10,4,0,0,9,5,0,25,0,6,25,0,6,17,0
chrY:6787486-6787983_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,6,3,3,8,9,4,6,14,8,0,0,0,7,30,7,3,0,1,10,0,52,6,12,0,10,0,1,0,3,14,0,0,0
chrY:21864565-21864599_+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,14,13,7,6,0,12,6,0,19,29,0,0,0,0,17,5,0,8,3,0,0,9,17,0,0,3,21,15,15,0,0,5,0
chrY:22590763-22591684_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,5,9,1,10,19,2,8,0,1,2,1,0,42,0,30,6,10,0,9,0,0,3,0,5,7,1,19,0,3,8,8,1,0
chrY:22757958-22758622_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1,8,8,9,5,4,1,4,0,19,0,2,0,0,0,0,5,0,13,0,0,0,9,21,0,13,25,18,1,10,25,0,12,0
chrY:15029483-15029771_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,6,13,0,11,4,0,1,0,14,1,0,26,5,2,3,0,0,24,0,13,9,26,0,25,8,3,8,16,0,0,0
chrY:16694363-16694590_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,13,5,10,8,0,4,1,0,1,16,20,0,0,13,0,11,0,0,22,0,0,7,6,8,15,12,3,12,4,0,12,13,0
chrY:2736560-2736848_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,1,0,0,0,5,0,0,11,18,0,22,15,0,8,12,10,12,28,0,0,10,0,0,0,12,0,9,17,24,6,0,0
chrY:21035918-21036208_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,14,3,21,6,8,5,18,0,0,0,23,0,6,0,11,3,1,0,0,0,0,7,0,0,0,9,31,2,12,18,6,2,0
chrY:14829011-14829375_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,11,7,10,13,15,8,20,5,0,8,16,4,0,0,0,9,0,0,0,11,0,0,1,10,0,18,11,1,24,1,0,2,9,0
chrY:15500910-15502549_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,5,3,2,0,5,0,0,4,0,6,40,11,27,0,15,0,1,14,13,0,2,0,0,0,18,12,10,6,0,4,1,7
chrY:22746908-22746940_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,9,4,13,2,0,0,7,0,0,33,6,26,0,0,0,0,0,0,90,0,10,0,13,15,0,0,0,0,0,0,0
chrY:2745556-2745888_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,5,9,3,10,0,6,6,0,10,10,28,0,5,16,0,3,0,6,11,0,0,1,8,0,5,14,10,11,23,8,0,14,0
chrY:14803191-14803383_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,3,1,16,11,8,3,0,10,0,7,40,3,0,0,4,33,20,0,0,0,6,0,0,0,0,10,5,9,21,0,9,0
chrY:15025100-15025398_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,12,10,2,4,7,8,4,0,4,8,6,0,18,0,10,7,41,0,1,0,0,13,0,7,15,4,26,1,0,4,9,1,0
chrY:15485981-15486208_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,135,12,0,0,0,14,0,17,35,5,0,0,0
chrY:22525007-22525458_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,4,1,4,0,3,12,10,0,4,0,0,0,26,0,43,13,0,0,0,0,0,9,11,1,8,16,9,8,12,8,1,12,0
chrY:21924129-21925026_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,8,7,5,9,2,16,4,0,9,0,11,0,0,0,0,0,9,5,25,13,9,7,0,0,18,24,12,18,0,0,3,8,0
chrY:22594088-22594732_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,10,3,4,7,6,4,0,2,28,13,0,2,0,3,12,0,0,23,38,0,9,0,15,0,16,2,10,14,0,10,0,0
chrY:8514715-8516386_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,11,4,33,13,19,29,6,3,0,1,0,19,0,0,0,0,8,26,0,0,0,0,10,10,14,0,0,15,11,1,0,0,0,0
chrY:16962683-16962715_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,14,9,13,1,8,0,5,7,0,2,0,8,0,0,4,9,14,9,1,0,0,0,5,0,0,24,12,7,32,30,10,0,10,0
chrY:16859383-16859690_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,6,3,14,5,7,9,0,4,8,18,0,12,0,0,3,38,0,12,0,0,8,0,0,0,26,2,0,38,11,3,0,0
chrY:21720892-21721179_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,23,4,5,12,17,11,22,6,0,3,10,12,0,0,14,0,3,20,2,0,0,0,8,10,0,7,16,5,2,2,0,7,0,9
chrY:21036562-21036947_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,10,6,13,5,10,6,4,0,9,0,8,0,20,9,10,7,8,26,0,0,0,7,17,4,0,8,10,4,0,12,6,11,0
chrY:14970143-14970256_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,10,6,20,1,0,7,2,0,8,18,14,0,0,0,0,0,6,1,21,16,0,0,0,8,0,0,52,1,10,10,5,16,0
chrY:21249533-21249741_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,10,5,0,0,0,6,5,0,2,0,0,0,0,29,13,4,10,0,42,0,67,0,0,22,0,0,0,0,0,9,7,0,6
chrY:22597340-22597745_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,7,10,2,15,7,4,0,4,0,5,58,5,7,0,0,0,4,17,15,0,9,0,0,21,8,19,4,1,0,10,5,0
chrY:14270756-14274072_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,1,10,1,5,2,2,6,2,0,0,0,11,1,5,2,0,0,19,17,0,5,0,11,10,9,22,8,38,46,0,3,0
chrY:14280356-14280521_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,5,6,0,3,0,0,9,0,17,12,8,8,0,17,0,4,5,0,0,33,50,0,14,16,0,23,14,0,0,0,0
chrY:22755113-22755412_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,8,2,7,0,4,9,0,7,0,32,0,1,0,15,6,0,5,17,0,0,15,11,3,0,30,12,8,21,2,0,19,0
chrY:14944595-14944850_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,13,1,19,16,9,2,1,0,13,0,0,12,0,46,15,0,0,34,0,22,0,0,0,0,0,16,2,0,0,0,13,0,0
chrY:15359287-15359601_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,8,2,10,4,0,11,7,0,16,0,14,0,39,0,0,3,0,23,0,0,0,0,0,12,14,45,4,9,7,3,0,12,0
chrY:2744509-2745495_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,9,15,7,4,0,14,3,0,32,0,20,25,19,1,0,6,9,1,8,0,0,10,0,0,13,0,14,10,0,0,5,6,0
chrY:14208887-14209102_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,8,5,0,3,1,0,0,11,5,12,17,2,6,9,12,19,0,11,7,0,0,1,14,42,11,14,4,11,8,9,0,3,0
chrY:15353974-15354218_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,8,0,7,8,1,0,4,12,4,0,0,0,9,19,3,0,0,23,0,4,3,0,40,48,26,15,0,0,4,0,0
chrY:14827653-14827967_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,7,14,8,13,0,10,11,0,8,0,0,0,0,23,6,2,5,21,0,0,0,0,16,16,10,0,7,33,4,1,3,10,0
chrY:22613181-22613632_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,3,0,5,9,3,0,2,0,27,0,0,0,0,0,0,29,0,0,159,0,8,0,0,1,4,0,0,0,0,0,0
chrY:22645647-22647590_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,13,3,22,10,26,5,0,0,15,0,0,0,9,0,0,26,0,0,0,0,0,9,0,10,0,5,30,12,12,0,1,21,0
chrY:21688096-21691210_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,12,5,6,5,18,4,0,5,6,0,44,3,0,1,11,0,0,0,30,29,5,12,4,15,1,4,5,16,0,0,0,0
chrY:22591695-22591848_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,8,9,10,0,7,6,1,9,3,2,13,0,29,0,0,4,19,0,12,0,0,12,0,8,0,1,5,23,2,0,23,20,11
chrY:21046521-21046931_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,4,15,17,12,6,8,12,0,20,23,8,0,0,0,0,3,0,0,14,0,0,7,0,12,11,8,14,11,0,0,9,20,0
chrY:7241914-7242218_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,4,4,3,0,11,0,0,0,0,0,0,11,0,0,3,11,0,9,0,112,21,0,9,14,1,0,24,0,0,7,0,0
chrY:14490833-14491142_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,10,11,9,4,3,3,1,0,5,36,19,0,16,0,7,5,0,0,0,0,0,9,13,16,0,18,10,7,31,10,0,6,0
chrY:21922518-21922549_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,5,0,0,0,9,2,0,0,0,25,0,37,0,22,12,3,14,0,0,0,8,0,0,7,14,20,19,19,11,6,14,0
chrY:21860906-21860940_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,2,10,7,6,0,6,11,0,6,0,14,0,0,0,1,21,0,9,0,0,0,0,9,0,0,24,40,13,33,11,2,13,0
chrY:22753055-22753426_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,25,6,5,3,8,12,9,0,5,0,0,0,0,0,4,2,15,35,5,13,0,10,0,10,17,3,3,4,4,0,12,9,21
chrY:22761152-22762040_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,14,15,5,12,7,4,5,0,19,7,21,0,0,5,11,26,0,0,0,0,0,0,0,13,8,11,11,27,22,0,3,0,0
chrY:21717648-21717681_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,11,9,16,12,11,12,17,18,12,4,0,4,0,10,0,6,6,5,6,29,0,0,6,3,0,17,3,7,12,8,0,0,8,0
chrY:15355146-15355628_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,0,2,0,0,1,1,0,0,0,10,22,0,0,22,1,0,0,12,32,0,5,0,0,0,20,52,16,13,4,9,0,19
chrY:21923295-21923544_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,9,8,1,4,11,5,7,15,7,0,10,0,22,0,3,8,0,0,17,0,0,4,0,3,14,10,23,15,30,8,1,20,0
chrY:7242973-7243258_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,11,7,6,0,0,12,0,0,3,0,19,34,11,0,7,7,0,0,11,0,0,11,0,0,15,11,40,12,17,0,4,13,0
chrY:14695044-14695708_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,2,3,0,0,0,0,0,0,21,10,49,0,0,10,5,0,36,0,3,0,0,0,8,3,40,7,6,0,47,0,12,0
chrY:15354371-15354856_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,22,1,9,0,0,8,1,0,0,0,15,0,9,19,31,10,0,16,0,0,0,4,0,5,0,56,46,7,0,0,3,0,0
chrY:16917106-16917495_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,13,4,5,10,4,4,0,10,8,19,3,7,0,11,26,11,1,0,0,0,18,0,17,14,0,15,2,14,2,0,0,9,21,0
chrY:14330701-14330977_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,7,0,0,0,10,5,0,3,0,19,0,0,6,0,0,8,0,100,5,10,47,27,0,16,0,0,6,0,0,0
chrY:22579567-22580066_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,5,6,0,2,4,5,0,0,20,28,0,0,14,28,0,0,2,2,1,0,2,5,16,0,31,24,47,16,4,0,0,0
chrY:14923724-14924039_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,17,15,12,2,29,5,0,11,0,0,0,8,18,0,16,0,24,10,0,0,0,13,3,12,36,8,0,17,0,0,14,0
chrY:21035576-21035916_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,16,9,18,13,8,17,5,0,5,0,24,31,7,0,17,0,4,5,14,0,0,8,0,0,8,0,4,0,11,20,13,0,0
chrY:22753519-22753707_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,10,10,6,14,5,9,4,15,0,14,8,7,0,0,29,0,1,27,0,0,21,0,2,0,0,14,10,44,0,3,0,12,0,0
chrY:21883353-21884605_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,10,10,10,0,4,13,0,0,14,11,9,16,0,0,18,0,7,8,2,0,0,9,0,0,49,9,37,1,9,8,0,0,0
chrY:14518013-14518323_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,3,13,14,21,5,7,6,0,2,19,0,13,12,0,12,2,0,1,21,0,5,2,21,0,18,3,14,24,5,14,0,0,0
chrY:15313091-15313373_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,2,3,0,4,4,3,20,3,0,0,0,23,0,38,15,16,7,0,22,0,9,0,15,6,13,17,11,19,7,13,0,0
chrY:14284432-14284729_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,31,7,3,3,6,1,0,5,41,18,0,0,0,0,15,17,0,8,0,0,17,0,3,26,6,24,35,0,0,1,8,0
chrY:16960330-16960462_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,22,11,10,3,0,18,19,0,18,0,11,0,8,24,0,8,0,0,15,0,0,2,0,0,0,24,8,16,3,0,7,29,14
chrY:2735551-2736336_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,7,5,9,11,0,13,1,0,31,24,11,0,12,0,0,9,6,3,8,0,0,11,22,12,0,7,10,15,14,0,10,12,0
